row ID,Peak m/z,Peak RT,Peak Height
776,334.1046448,17.596888,1.40E+08
782,335.1080322,17.596888,2.81E+07
1173,594.2559814,17.596888,1.06E+07
1204,635.2363281,17.596888,1.46E+07
340,249.0456696,17.614182,9731965
783,335.1080322,17.614182,2.72E+07
777,334.1047058,17.622825,1.43E+08
1172,593.2527161,17.622825,3.65E+07
1174,594.2560425,17.622825,1.19E+07
1175,595.2497864,17.622825,1.16E+07
726,327.0079346,17.631471,2.14E+07
740,329.0049438,17.631471,2.03E+07
727,327.0078735,17.648763,2.10E+07
741,329.0049133,17.648763,2.00E+07
1155,541.3948364,17.657411,1.62E+07
1164,563.3766174,17.657411,2.03E+07
998,415.1028442,17.674702,4.31E+07
1140,531.24823,17.674702,9740820
1156,541.3947754,17.674702,1.85E+07
341,249.0456085,17.683348,1.07E+07
706,323.9877625,17.683348,2.56E+07
742,329.0048981,17.683348,1.76E+07
342,249.045639,17.70064,9413090
1141,531.248291,17.709286,8499527
707,323.9878235,17.717934,2.73E+07
222,223.0964966,17.735223,4.72E+07
227,224.0998154,17.735223,6517576.5
708,323.9878235,17.735223,2.70E+07
1142,531.248291,17.735223,8374300
1157,541.3948975,17.735223,1.73E+07
85,177.054657,17.743871,1.00E+07
948,388.2741089,17.743871,8958273
200,209.1365967,17.752517,9187622
82,149.0233536,17.761163,6617665.5
86,177.0546494,17.761163,1.13E+07
196,208.1332245,17.761163,7.03E+07
223,223.0964966,17.761163,4.89E+07
228,224.0998459,17.761163,6203033
533,295.1464233,17.769811,1.47E+07
1109,501.2692871,17.769811,9095172
524,294.1430206,17.787101,1.10E+08
525,294.1430359,17.804392,1.03E+08
534,295.1463928,17.804392,1.62E+07
1110,501.2691956,17.804392,7890319.5
90,189.0910339,17.83033,9578710
197,208.1332397,17.83033,6.66E+07
201,209.1365967,17.83033,8777900
216,218.0134201,17.83033,2.18E+07
220,220.0104675,17.83033,1.38E+07
224,223.0964966,17.83033,4.50E+07
229,224.0998383,17.83033,6734120
260,230.116684,17.83033,2.33E+08
267,231.1200104,17.83033,2.26E+07
275,232.1136932,17.83033,7.77E+07
280,233.1170349,17.83033,7517232
401,268.1542358,17.83033,5.81E+07
673,318.0128784,17.83033,1.10E+07
974,399.0968018,17.83033,7.73E+07
976,400.1000824,17.83033,1.25E+07
241,226.1073761,17.838978,1.27E+07
996,415.0471802,17.838978,1.26E+07
91,189.0910339,17.856269,9777383
217,218.0134277,17.856269,2.20E+07
221,220.0104752,17.856269,1.35E+07
242,226.1074066,17.856269,1.35E+07
261,230.1167068,17.856269,2.41E+08
268,231.1200104,17.856269,2.33E+07
276,232.1137085,17.856269,8.12E+07
281,233.1170425,17.856269,7681479
402,268.1542358,17.856269,6.60E+07
405,269.1575623,17.856269,9604616
674,318.0129395,17.856269,1.21E+07
997,415.0471649,17.856269,1.32E+07
1103,497.3684998,17.864915,1.48E+07
1125,519.3505859,17.864915,1.56E+07
403,268.1541748,17.882207,5.84E+07
874,366.2610321,17.882207,8296455.5
981,404.1239624,17.890853,1.57E+08
985,405.1272583,17.890853,3.71E+07
262,230.1166534,17.899501,2.20E+08
269,231.1199799,17.899501,2.18E+07
277,232.1136627,17.899501,7.19E+07
282,233.1169891,17.899501,7107942
406,269.1575012,17.899501,8522234
875,366.2609406,17.899501,8631306
1104,497.3684082,17.899501,1.67E+07
1126,519.3504639,17.908144,1.40E+07
876,366.2610474,17.934084,9526634
990,412.1308899,17.934084,2.28E+07
1105,497.3684387,17.934084,1.59E+07
1127,519.3505249,17.934084,1.64E+07
243,226.1338501,17.94273,7.19E+07
254,227.137207,17.94273,1.05E+07
218,218.0479889,17.968667,7883085
244,226.1339188,17.968667,7.01E+07
255,227.1372757,17.968667,1.06E+07
493,289.1212769,17.968667,9.47E+07
498,290.1246643,17.968667,1.48E+07
503,291.1182709,17.968667,3.07E+07
245,226.1338882,17.985959,7.43E+07
256,227.1372375,17.985959,1.13E+07
494,289.1213379,17.985959,8.73E+07
504,291.1183777,17.985959,2.83E+07
219,218.0480194,17.994605,9075128
728,327.0199585,17.994605,6.02E+07
743,329.0168152,17.994605,2.15E+07
729,327.019989,18.020543,6.75E+07
733,328.0233154,18.020543,9694689
897,375.9612427,18.020543,1.87E+07
730,327.019989,18.037836,6.63E+07
744,329.0168762,18.037836,2.40E+07
898,375.9613342,18.046482,2.12E+07
909,377.9588928,18.046482,3.22E+07
916,379.956131,18.046482,1.49E+07
587,304.1291351,18.05513,1.69E+07
734,328.0233154,18.05513,8560338
745,329.0168762,18.063774,2.16E+07
1143,532.2356567,18.063774,1.13E+07
579,303.1257324,18.07242,9.65E+07
588,304.1290894,18.07242,1.72E+07
594,305.1228027,18.07242,3.12E+07
731,327.0199585,18.07242,5.83E+07
735,328.0233765,18.07242,8378945.5
899,375.9612732,18.07242,1.88E+07
910,377.958847,18.07242,3.14E+07
917,379.9561157,18.07242,1.41E+07
1144,532.2355347,18.081068,1.01E+07
919,380.1911926,18.107005,4.83E+07
519,293.1243286,18.115649,2.22E+07
510,292.1209717,18.124297,1.35E+08
521,294.1179352,18.124297,4.47E+07
750,330.0801544,18.124297,3.53E+08
760,331.0835266,18.124297,6.43E+07
769,332.0772095,18.124297,1.11E+08
771,333.0805511,18.124297,1.92E+07
803,339.0304565,18.124297,8413146
887,372.028717,18.124297,5.71E+07
890,374.0257568,18.124297,3.74E+07
921,381.194519,18.132943,1.20E+07
520,293.1243286,18.141588,2.02E+07
641,313.0696716,18.141588,1.15E+07
804,339.0305176,18.141588,7549244.5
888,372.0286865,18.141588,5.93E+07
913,378.1941528,18.141588,1.70E+08
915,379.1974945,18.141588,3.53E+07
920,380.1911926,18.141588,5.44E+07
639,312.06633,18.150234,7.27E+07
649,314.0633545,18.150234,4.63E+07
659,316.0604248,18.150234,7791880.5
640,312.0663452,18.167526,7.96E+07
445,278.078949,18.176172,1.83E+07
642,313.0696716,18.176172,1.22E+07
650,314.0633545,18.176172,5.23E+07
660,316.0605164,18.176172,8826202
1056,453.3421631,18.176172,6526332
348,251.0162354,18.18482,8977674
440,277.0852661,18.18482,7367427
1083,475.3243103,18.18482,7367445
336,249.0191803,18.193464,1.30E+07
431,276.0819092,18.193464,6.03E+07
384,258.1699829,18.202109,5739891
446,278.0788574,18.202109,2.01E+07
528,295.1036682,18.202109,1.32E+07
537,296.09729,18.202109,2.87E+07
819,341.0717773,18.202109,3.46E+07
1057,453.3422241,18.202109,6655637
337,249.0191803,18.210757,1.38E+07
385,258.1699829,18.219401,6513379.5
432,276.0818787,18.219401,5.60E+07
447,278.0787964,18.219401,1.92E+07
529,295.1035767,18.219401,1.15E+07
781,335.0805969,18.219401,6869447.5
820,341.0716553,18.219401,3.12E+07
1084,475.3241882,18.219401,7922168
349,251.0161896,18.228049,7968810.5
678,319.074585,18.228049,1.48E+08
692,321.0703735,18.236695,6924982.5
684,320.0779419,18.245341,2.57E+07
386,258.1698608,18.253987,5915161.5
679,319.0744934,18.253987,1.59E+08
839,345.2421875,18.253987,1.52E+07
1183,605.1330566,18.253987,6785173.5
1206,646.1287842,18.253987,8856142
680,319.0745544,18.288572,1.41E+08
685,320.0779114,18.288572,2.19E+07
736,328.0611877,18.288572,3.56E+08
746,329.0645447,18.288572,5.37E+07
749,330.0582275,18.288572,2.26E+08
758,331.0615082,18.288572,3.57E+07
768,332.0551605,18.288572,3.74E+07
865,361.1633301,18.288572,1.22E+07
1178,603.1361389,18.288572,8123008.5
1184,605.1331177,18.288572,7544869.5
1207,646.1287537,18.288572,9607525
387,260.0238953,18.340447,7415771
550,299.0846863,18.340447,1.40E+08
558,300.0880127,18.340447,2.42E+07
565,301.0804749,18.340447,6135275
551,299.0847168,18.357739,1.52E+08
559,300.0880432,18.357739,2.46E+07
571,302.0707092,18.357739,1.45E+07
585,304.0677185,18.357739,8717762
388,260.0238953,18.37503,7099895
572,302.0707092,18.37503,1.37E+07
586,304.0677185,18.37503,8646743
962,397.0535583,18.409614,1.05E+08
965,398.0568848,18.409614,1.88E+07
972,399.0505981,18.409614,3.44E+07
664,316.1074829,18.418262,6.17E+07
668,317.1108398,18.418262,1.11E+07
973,399.0505981,18.435553,3.12E+07
1195,621.4182739,18.435553,1.17E+07
1205,636.1414795,18.435553,2.12E+07
71,114.9613266,18.444199,7218463.5
83,171.0238953,18.444199,1.09E+07
312,241.0528259,18.452845,2.11E+07
397,264.9785156,18.452845,8693643
690,321.0410461,18.452845,2.89E+08
694,322.0443726,18.452845,2.73E+07
698,323.0368042,18.452845,3.97E+07
772,333.1805878,18.452845,7.37E+07
779,334.1839294,18.452845,1.44E+07
72,114.9613342,18.470139,7550884
84,171.0239182,18.470139,1.19E+07
313,241.0528412,18.470139,1.81E+07
398,264.9785156,18.470139,8571090
773,333.1806335,18.470139,6.81E+07
780,334.18396,18.470139,1.27E+07
691,321.0410614,18.478783,2.99E+08
699,323.0368347,18.478783,4.22E+07
1196,621.418396,18.478783,1.16E+07
695,322.044342,18.487429,2.92E+07
73,114.9613495,18.496076,6955192.5
931,382.9725037,18.522014,1.90E+07
940,384.9695435,18.522014,1.76E+07
1197,621.418396,18.522014,1.14E+07
1198,628.1864014,18.522014,3.35E+07
1203,630.1831055,18.522014,1.48E+07
617,308.1522369,18.53066,8.26E+07
623,309.1555481,18.53066,1.40E+07
628,310.1492615,18.53066,2.81E+07
941,384.9695587,18.539306,1.61E+07
325,243.0636444,18.556597,4.41E+07
799,338.0765076,18.565243,1.07E+07
643,313.1544495,18.573891,8068444
787,336.0794678,18.573891,3.48E+07
825,342.1464844,18.573891,9084947
885,370.220459,18.573891,1.10E+07
791,337.1211853,18.582535,1.46E+07
884,369.2171021,18.582535,4.48E+07
202,209.1536407,18.591181,1.16E+08
207,210.1569672,18.591181,1.61E+07
644,313.1544647,18.591181,7504256
761,331.0979614,18.591181,6843240
826,342.1464691,18.591181,8914863
886,370.220459,18.591181,1.10E+07
738,328.09758,18.599829,6.33E+07
203,209.1536407,18.617118,1.33E+08
739,328.0976257,18.617118,7.32E+07
748,329.1009521,18.617118,1.23E+07
751,330.094635,18.617118,4.72E+07
762,331.0979614,18.617118,7700586
827,342.1464539,18.617118,8076227.5
1176,599.255127,18.617118,1.42E+07
192,207.138031,18.625766,6655616
208,210.1569672,18.625766,1.89E+07
1088,480.3108368,18.625766,8147656.5
1089,480.3108673,18.643058,7192732
251,227.090271,18.66035,5691540.5
416,272.1643372,18.66035,9.71E+07
418,273.1676941,18.66035,1.84E+07
1101,497.2442322,18.66035,1.88E+07
239,226.0869675,18.677643,7.66E+07
389,260.1756897,18.677643,6452452
417,272.1643982,18.677643,9.89E+07
419,273.1677246,18.677643,1.82E+07
1102,497.2442932,18.677643,1.84E+07
362,256.0289764,18.686287,2.21E+07
378,258.0260315,18.686287,1.40E+07
518,293.1170349,18.686287,1.22E+07
379,258.0260925,18.703581,1.44E+07
390,260.175705,18.712225,6364075.5
252,227.0902481,18.720873,6472911
240,226.0869064,18.74681,8.18E+07
253,227.0902252,18.74681,6247906
391,260.1756897,18.74681,6890375.5
700,323.069519,18.74681,1.30E+07
757,331.0431519,18.74681,5.55E+07
800,338.1860352,18.772748,1.91E+07
491,289.1020203,18.781396,8.50E+07
496,290.1053772,18.781396,1.23E+07
714,324.1203613,18.781396,4.57E+07
719,325.1237335,18.781396,8598798
492,289.1020355,18.807333,9.14E+07
497,290.1053925,18.807333,1.32E+07
709,324.0631104,18.807333,2.72E+07
715,324.1203766,18.807333,5.16E+07
720,325.1237183,18.807333,9303808
412,271.1520691,18.841916,1.31E+07
392,260.1756592,18.850562,6603784.5
411,270.1487122,18.850562,6.99E+07
701,323.069397,18.850562,1.37E+07
393,260.1756897,18.885148,6889952
651,314.0720673,18.885148,9.19E+07
656,315.0753784,18.885148,1.29E+07
696,322.0661011,18.885148,8.71E+07
702,323.0694275,18.885148,1.46E+07
710,324.0629883,18.885148,3.14E+07
394,260.1757202,18.902437,7326780.5
711,324.0630188,18.902437,2.69E+07
395,260.1756592,18.928377,6272589.5
637,312.0162506,18.954315,1.17E+07
645,314.0133667,18.954315,7430756
873,364.9063416,18.954315,1.04E+07
877,366.9033813,18.954315,1.35E+07
638,312.0162048,18.980252,1.09E+07
646,314.0132446,18.980252,7135574
232,225.1215363,18.997544,1.80E+07
501,291.0717163,18.997544,2.67E+08
871,364.0734558,18.997544,3.15E+07
87,188.9674149,19.00619,9776849
265,231.0143585,19.00619,1.60E+07
230,224.1181946,19.014838,1.23E+08
502,291.0717163,19.014838,2.76E+08
509,292.0750122,19.014838,3.49E+07
517,293.0675049,19.014838,2.50E+07
88,188.9674377,19.032129,1.00E+07
266,231.014389,19.032129,1.61E+07
471,284.0714417,19.032129,3.96E+07
483,286.068512,19.032129,2.46E+07
89,188.967453,19.049421,9532658
231,224.1182098,19.049421,1.25E+08
467,282.0922546,19.049421,7523738
472,284.0715027,19.049421,3.88E+07
484,286.068512,19.049421,2.49E+07
233,225.1215439,19.058067,1.91E+07
689,320.1522522,19.075358,6.08E+07
693,321.1555786,19.075358,1.16E+07
697,322.1492615,19.075358,2.01E+07
712,324.081665,19.075358,2.41E+07
468,282.0922852,19.092652,6439546
713,324.0817566,19.092652,2.24E+07
295,238.0992584,19.153173,1.85E+07
305,240.0962601,19.153173,5767010
285,235.1885529,19.170467,1.87E+07
409,270.1253967,19.170467,2.51E+07
413,272.1224365,19.170467,7747656.5
473,284.1410522,19.170467,9.67E+07
480,285.1444092,19.170467,1.52E+07
485,286.138092,19.170467,3.23E+07
306,240.0962982,19.187756,6534464.5
296,238.0992432,19.196404,2.09E+07
474,284.1410828,19.196404,9.89E+07
486,286.1381226,19.196404,3.18E+07
236,226.0806885,19.205048,7359000.5
414,272.122467,19.205048,8031584.5
481,285.1444397,19.205048,1.56E+07
297,238.0993042,19.222342,1.97E+07
307,240.0963211,19.222342,6549887.5
410,270.1254883,19.222342,2.34E+07
225,224.0837555,19.230988,2.66E+07
237,226.0807343,19.230988,8579392
415,272.1225281,19.239634,7821139
226,224.0837555,19.256925,2.30E+07
238,226.0807495,19.256925,7429681
823,342.0769348,19.291509,2.17E+07
832,344.0740051,19.291509,1.41E+07
841,353.222229,19.291509,2.78E+07
824,342.0769958,19.326096,2.33E+07
833,344.0740051,19.326096,1.47E+07
737,328.0791016,19.343386,1.96E+07
724,326.0820618,19.352034,2.98E+07
864,360.9737244,19.421201,1.14E+07
647,314.0488586,19.429848,3.62E+07
854,358.9766846,19.429848,1.19E+07
657,316.0458069,19.438492,1.34E+07
400,268.1185608,19.473076,2.59E+07
648,314.0488281,19.473076,3.25E+07
658,316.0457764,19.473076,1.15E+07
747,329.0816956,19.499013,1.23E+07
759,331.0787354,19.499013,7961646
652,314.1384888,19.524953,1.22E+07
653,314.1385498,19.542244,1.21E+07
882,368.1102905,19.542244,4.08E+07
979,404.0299683,19.542244,1.02E+07
883,368.110321,19.559538,4.29E+07
420,274.1913452,19.568182,2.89E+07
426,275.071167,19.568182,3.03E+07
439,277.0682068,19.568182,1.89E+07
980,404.0299988,19.568182,1.11E+07
721,325.2008362,19.628705,2.37E+07
983,404.9238434,19.628705,1.00E+07
984,404.9238586,19.645997,9102965
421,274.1913147,19.654642,2.73E+07
725,326.1749573,19.697874,8.43E+07
732,327.1782532,19.697874,1.92E+07
331,245.1761017,19.723811,2.62E+07
508,291.195343,19.723811,1.40E+07
332,245.1761017,19.741105,2.40E+07
353,252.1594009,19.749749,2.44E+07
354,252.1593475,19.784332,2.25E+07
308,240.114975,19.810272,2.92E+07
317,242.1119995,19.810272,9416603
774,334.0523987,19.905378,1.21E+07
785,336.0494385,19.905378,1.17E+07
190,200.200943,19.914024,3.13E+07
775,334.0524445,19.931316,1.11E+07
786,336.0494843,19.931316,1.04E+07
881,368.0303955,19.931316,1.50E+07
872,364.1108093,20.00913,1.16E+07
602,306.1632996,20.017776,9.36E+07
612,307.1665955,20.017776,1.60E+07
963,397.1002502,20.026424,1.90E+07
399,267.1719055,20.052362,7.41E+07
404,268.1752625,20.052362,9796622
964,397.1002808,20.052362,1.66E+07
1147,533.3369751,20.052362,1.29E+07
1153,541.3403931,20.052362,8998949
1154,541.3403931,20.078299,8504500
427,275.1752472,20.086945,9.38E+07
433,276.1786194,20.086945,1.61E+07
428,275.1752625,20.112883,1.08E+08
434,276.1786346,20.112883,1.85E+07
603,306.1632996,20.112883,1.07E+08
613,307.1665344,20.112883,1.88E+07
604,306.1632996,20.147466,1.03E+08
614,307.1665344,20.147466,1.79E+07
605,306.1632996,20.173404,1.04E+08
615,307.1665344,20.173404,1.77E+07
1030,435.2952881,20.259866,1.48E+08
1032,436.298645,20.259866,3.60E+07
1065,457.2770538,20.277156,2.26E+07
1066,457.2771606,20.29445,1.99E+07
599,306.1036987,20.35497,1.96E+07
600,306.1036835,20.380908,1.85E+07
889,373.0716553,20.406848,2.12E+07
894,375.0686798,20.406848,1.34E+07
601,306.1036377,20.441433,1.96E+07
975,399.2505951,20.631644,2.35E+07
843,354.1321106,20.769979,1.43E+07
778,334.1347656,21.470309,8.04E+07
784,335.1379547,21.470309,1.20E+07
42,90.5259285,26.562822,7605850
68,102.033905,26.562822,7723750
43,90.5259285,26.597403,7523603
69,102.0339355,26.631987,6663483
44,90.52593231,26.692512,7570860.5
45,90.52592468,26.744387,7668058
46,90.5259285,26.77897,7149641
47,90.52593231,26.830847,7727577.5
70,102.033905,26.830847,6682454
48,90.52592087,26.900016,7955430.5
49,90.52592468,26.925954,7857480
50,90.52591705,26.960537,7611697.5
51,90.52591705,26.995121,7561114
52,90.52590942,27.029706,7630419.5
53,90.52590942,27.064289,7560185.5
54,90.52592087,27.098873,7708750.5
55,90.52592468,27.124812,7475071
56,90.52591705,27.159398,7555440
57,90.52590179,27.228565,7553283.5
58,90.52590179,27.254502,7397895
59,90.52590942,27.28044,7330829.5
60,90.52590561,27.323671,7087670
61,90.52590942,27.358254,7244453.5
62,90.52590179,27.401484,6958788.5
63,90.52590942,27.453361,7029888
64,90.52590942,27.505236,7284046
65,90.52591705,27.634928,7029694
137,193.9892349,27.807849,5217676
138,193.9892273,27.885663,5115480.5
139,193.9892273,27.95483,5573029.5
140,193.9892273,27.980768,5462867.5
141,193.9892807,28.023999,5530367
142,193.9892426,28.075874,5289251.5
40,84.08083344,28.093168,1.13E+07
143,193.9891815,28.127751,5275722
144,193.9892578,28.162334,5095014.5
145,193.9892273,28.22286,5184267.5
146,193.9892578,28.274735,5125968
147,193.9892502,28.309318,5129044.5
148,193.9891968,28.361193,5367296.5
149,193.9892578,28.387131,5198998.5
150,193.9892273,28.439008,5518174.5
151,193.9892502,28.464945,5524485
152,193.9892273,28.508179,5219193
153,193.9892654,28.525468,4988566
154,193.9892273,28.560054,5280527
155,193.989212,28.646512,4991520.5
156,193.9892273,28.724327,5071545
157,193.9892426,28.750264,5197881.5
158,193.989212,28.793496,5466448
159,193.9892578,28.854017,5440127
160,193.9892578,28.931831,5145078.5
161,193.9892578,28.966415,5144459.5
162,193.9892578,29.009646,5269843
163,193.9892502,29.044229,5102978.5
164,193.9892502,29.078815,5400790
165,193.989212,29.303611,5160544
166,193.9892197,29.329548,5356418.5
167,193.9892349,29.355486,4802301
168,193.9892426,29.424655,4986997
169,193.9892426,29.459238,5230852.5
170,193.9892578,29.493824,5029694.5
171,193.9892426,29.545701,5350012
172,193.9892426,29.597578,5085997.5
173,193.9892349,29.632159,5053530
174,193.9892197,29.770495,4890803
41,84.08085632,29.787789,1.04E+07
175,193.9893112,29.856957,4811149
